"","V9","V4","V8","V4.1","V6","V4.2","V4.3","V7","V9.1","V7.1","V1","V3","V7.2","V10","V5","V5.1","V3.1","V10.1","V10.2","V4.4","V4.5","V4.6","V9.2","V4.7","V4.8","V3.2","V10.3","V2","V1.1","V6.1","V6.2","V8.1","V4.9","V1.2","V9.3","V4.10","V6.3","V1.3","V9.4","V4.11","V6.4","V6.5","V8.2","V6.6","V4.12","V3.3","V1.4","V2.1","V6.7","V4.13","V7.3","V6.8","V4.14","V3.4","V8.3","V4.15","V6.9","V6.10","V10.4","V2.2","V9.5","V7.4","V10.5","V6.11","V6.12","V8.4","V1.5","V10.6","V7.5","V4.16","V1.6","V10.7","V4.17","V2.3"
"1",1.21428571428571,1.14285714285714,1.125,1.2,1.8,1.1,1.7,1.14285714285714,1.05263157894737,1.30769230769231,1.6,1.05882352941176,1.38461538461538,1,1.3,1.10526315789474,1.46666666666667,1.22222222222222,1.75,1.63636363636364,1.35294117647059,1.94444444444444,1.09090909090909,1.375,2.07692307692308,1.33333333333333,1.18181818181818,1.125,1.375,1,1.375,1.21428571428571,1.17647058823529,1.08,1.0625,1.9,1.72222222222222,1.375,1.15384615384615,1.53846153846154,1.30769230769231,1.625,1,1.45454545454545,1.90909090909091,1.75,1.09090909090909,1.44444444444444,1.2,1.81818181818182,1,1.45454545454545,1.45454545454545,1.36363636363636,1.16666666666667,1.36363636363636,1.08333333333333,1.33333333333333,1.07692307692308,1.5,1.07692307692308,1,1,1.11111111111111,1.0625,1.125,1.375,1.07692307692308,2.1,1.2,1.46153846153846,1.125,1.21052631578947,1.58333333333333
