"","V1","V2","V3","V4","V5"
"1",0.16304347826087,0.119565217391304,0.119565217391304,0.347826086956522,0.25
"2",0.117241379310345,0.248275862068966,0.110344827586207,0.358620689655172,0.16551724137931
"3",0.223529411764706,0.141176470588235,0.176470588235294,0.211764705882353,0.247058823529412
"4",0.12621359223301,0.388349514563107,0.12621359223301,0.203883495145631,0.155339805825243
"5",0.0875912408759124,0.532846715328467,0.102189781021898,0.182481751824818,0.0948905109489051
"6",0.0802919708029197,0.569343065693431,0.102189781021898,0.145985401459854,0.102189781021898
"7",0.079136690647482,0.561151079136691,0.0935251798561151,0.165467625899281,0.100719424460432
"8",0.0802919708029197,0.562043795620438,0.102189781021898,0.145985401459854,0.109489051094891
"9",0.0802919708029197,0.54014598540146,0.102189781021898,0.175182481751825,0.102189781021898
"10",0.0866141732283465,0.551181102362205,0.0866141732283465,0.173228346456693,0.102362204724409
"11",0.079136690647482,0.561151079136691,0.122302158273381,0.122302158273381,0.115107913669065
"12",0.4,0.168421052631579,0.157894736842105,0.157894736842105,0.115789473684211
"13",0.130081300813008,0.333333333333333,0.170731707317073,0.105691056910569,0.260162601626016
"14",0.16551724137931,0.16551724137931,0.103448275862069,0.455172413793103,0.110344827586207
"15",0.218181818181818,0.127272727272727,0.390909090909091,0.145454545454545,0.118181818181818
"16",0.180722891566265,0.168674698795181,0.253012048192771,0.240963855421687,0.156626506024096
"17",0.120300751879699,0.195488721804511,0.105263157894737,0.443609022556391,0.135338345864662
"18",0.221311475409836,0.122950819672131,0.270491803278689,0.204918032786885,0.180327868852459
"19",0.174757281553398,0.145631067961165,0.339805825242718,0.194174757281553,0.145631067961165
"20",0.1875,0.25,0.125,0.28125,0.15625
"21",0.129032258064516,0.120967741935484,0.0967741935483871,0.524193548387097,0.129032258064516
"22",0.107438016528926,0.289256198347107,0.165289256198347,0.223140495867769,0.214876033057851
"23",0.309090909090909,0.154545454545455,0.218181818181818,0.190909090909091,0.127272727272727
"24",0.0970873786407767,0.16504854368932,0.427184466019417,0.12621359223301,0.184466019417476
"25",0.111111111111111,0.474747474747475,0.151515151515152,0.141414141414141,0.121212121212121
"26",0.274336283185841,0.123893805309735,0.300884955752212,0.168141592920354,0.132743362831858
"27",0.25,0.138888888888889,0.138888888888889,0.305555555555556,0.166666666666667
"28",0.148648648648649,0.175675675675676,0.189189189189189,0.27027027027027,0.216216216216216
"29",0.16304347826087,0.347826086956522,0.16304347826087,0.184782608695652,0.141304347826087
"30",0.127906976744186,0.162790697674419,0.27906976744186,0.290697674418605,0.13953488372093
"31",0.285714285714286,0.130952380952381,0.19047619047619,0.238095238095238,0.154761904761905
"32",0.218181818181818,0.136363636363636,0.136363636363636,0.381818181818182,0.127272727272727
"33",0.0808823529411765,0.117647058823529,0.147058823529412,0.404411764705882,0.25
"34",0.120567375886525,0.148936170212766,0.26241134751773,0.24113475177305,0.226950354609929
"35",0.311926605504587,0.146788990825688,0.311926605504587,0.128440366972477,0.100917431192661
"36",0.270676691729323,0.225563909774436,0.112781954887218,0.0977443609022556,0.293233082706767
"37",0.0734463276836158,0.23728813559322,0.112994350282486,0.355932203389831,0.220338983050847
"38",0.211267605633803,0.211267605633803,0.28169014084507,0.176056338028169,0.119718309859155
"39",0.113207547169811,0.122641509433962,0.113207547169811,0.547169811320755,0.10377358490566
"40",0.173076923076923,0.163461538461538,0.221153846153846,0.269230769230769,0.173076923076923
"41",0.166666666666667,0.208333333333333,0.152777777777778,0.222222222222222,0.25
"42",0.123076923076923,0.1,0.0923076923076923,0.553846153846154,0.130769230769231
"43",0.211864406779661,0.101694915254237,0.144067796610169,0.406779661016949,0.135593220338983
"44",0.174418604651163,0.151162790697674,0.13953488372093,0.337209302325581,0.197674418604651
"45",0.118881118881119,0.356643356643357,0.258741258741259,0.104895104895105,0.160839160839161
"46",0.173553719008264,0.140495867768595,0.0991735537190083,0.471074380165289,0.115702479338843
"47",0.309090909090909,0.0909090909090909,0.321212121212121,0.206060606060606,0.0727272727272727
"48",0.122641509433962,0.141509433962264,0.0943396226415094,0.509433962264151,0.132075471698113
"49",0.224,0.144,0.176,0.296,0.16
"50",0.322033898305085,0.144067796610169,0.144067796610169,0.254237288135593,0.135593220338983
"51",0.181818181818182,0.154545454545455,0.145454545454545,0.363636363636364,0.154545454545455
"52",0.135416666666667,0.291666666666667,0.28125,0.166666666666667,0.125
"53",0.157894736842105,0.0827067669172932,0.105263157894737,0.548872180451128,0.105263157894737
"54",0.1375,0.175,0.125,0.275,0.2875
"55",0.11864406779661,0.23728813559322,0.161016949152542,0.305084745762712,0.177966101694915
"56",0.0880503144654088,0.509433962264151,0.138364779874214,0.163522012578616,0.10062893081761
"57",0.243243243243243,0.144144144144144,0.171171171171171,0.171171171171171,0.27027027027027
"58",0.125,0.133928571428571,0.392857142857143,0.1875,0.160714285714286
"59",0.130081300813008,0.154471544715447,0.308943089430894,0.268292682926829,0.138211382113821
"60",0.177083333333333,0.15625,0.114583333333333,0.322916666666667,0.229166666666667
"61",0.259259259259259,0.125925925925926,0.281481481481481,0.237037037037037,0.0962962962962963
"62",0.136842105263158,0.136842105263158,0.147368421052632,0.4,0.178947368421053
"63",0.0894308943089431,0.186991869918699,0.154471544715447,0.447154471544715,0.121951219512195
"64",0.110091743119266,0.137614678899083,0.128440366972477,0.532110091743119,0.0917431192660551
"65",0.0939597315436242,0.120805369127517,0.0671140939597315,0.61744966442953,0.100671140939597
"66",0.265486725663717,0.0884955752212389,0.20353982300885,0.176991150442478,0.265486725663717
"67",0.1171875,0.1484375,0.25,0.3203125,0.1640625
"68",0.101351351351351,0.263513513513513,0.141891891891892,0.168918918918919,0.324324324324324
"69",0.1,0.214285714285714,0.114285714285714,0.178571428571429,0.392857142857143
"70",0.112676056338028,0.112676056338028,0.0915492957746479,0.52112676056338,0.161971830985915
"71",0.0763358778625954,0.137404580152672,0.083969465648855,0.534351145038168,0.16793893129771
"72",0.148514851485149,0.277227722772277,0.118811881188119,0.237623762376238,0.217821782178218
"73",0.140495867768595,0.338842975206612,0.247933884297521,0.107438016528926,0.165289256198347
"74",0.38,0.15,0.14,0.11,0.22
"75",0.141414141414141,0.131313131313131,0.101010101010101,0.515151515151515,0.111111111111111
"76",0.0719424460431655,0.280575539568345,0.330935251798561,0.143884892086331,0.172661870503597
"77",0.0851063829787234,0.120567375886525,0.25531914893617,0.439716312056738,0.099290780141844
"78",0.103703703703704,0.111111111111111,0.125925925925926,0.540740740740741,0.118518518518519
"79",0.27,0.18,0.17,0.22,0.16
"80",0.078125,0.09375,0.0572916666666667,0.708333333333333,0.0625
"81",0.15,0.1,0.241666666666667,0.216666666666667,0.291666666666667
"82",0.107692307692308,0.153846153846154,0.192307692307692,0.438461538461538,0.107692307692308
"83",0.11340206185567,0.123711340206186,0.11340206185567,0.494845360824742,0.154639175257732
"84",0.148148148148148,0.125925925925926,0.155555555555556,0.459259259259259,0.111111111111111
"85",0.147058823529412,0.242647058823529,0.205882352941176,0.169117647058824,0.235294117647059
"86",0.141025641025641,0.205128205128205,0.230769230769231,0.269230769230769,0.153846153846154
"87",0.280373831775701,0.14018691588785,0.149532710280374,0.168224299065421,0.261682242990654
"88",0.19811320754717,0.19811320754717,0.132075471698113,0.235849056603774,0.235849056603774
"89",0.336065573770492,0.139344262295082,0.0983606557377049,0.172131147540984,0.254098360655738
"90",0.114503816793893,0.114503816793893,0.137404580152672,0.511450381679389,0.122137404580153
"91",0.28448275862069,0.172413793103448,0.137931034482759,0.112068965517241,0.293103448275862
"92",0.156716417910448,0.126865671641791,0.350746268656716,0.149253731343284,0.216417910447761
"93",0.0859375,0.1953125,0.109375,0.390625,0.21875
"94",0.096,0.152,0.144,0.36,0.248
"95",0.211111111111111,0.155555555555556,0.144444444444444,0.344444444444444,0.144444444444444
"96",0.148936170212766,0.117021276595745,0.106382978723404,0.51063829787234,0.117021276595745
"97",0.165289256198347,0.165289256198347,0.115702479338843,0.396694214876033,0.15702479338843
"98",0.141791044776119,0.141791044776119,0.141791044776119,0.447761194029851,0.126865671641791
"99",0.184931506849315,0.164383561643836,0.219178082191781,0.321917808219178,0.10958904109589
"100",0.231404958677686,0.12396694214876,0.107438016528926,0.28099173553719,0.256198347107438
"101",0.270491803278689,0.114754098360656,0.155737704918033,0.327868852459016,0.131147540983607
"102",0.283333333333333,0.1,0.116666666666667,0.366666666666667,0.133333333333333
"103",0.171428571428571,0.142857142857143,0.133333333333333,0.276190476190476,0.276190476190476
"104",0.136363636363636,0.172727272727273,0.109090909090909,0.154545454545455,0.427272727272727
"105",0.184210526315789,0.192982456140351,0.087719298245614,0.333333333333333,0.201754385964912
"106",0.123809523809524,0.342857142857143,0.171428571428571,0.2,0.161904761904762
"107",0.161073825503356,0.140939597315436,0.100671140939597,0.48993288590604,0.10738255033557
"108",0.241379310344828,0.172413793103448,0.149425287356322,0.183908045977011,0.252873563218391
"109",0.104545454545455,0.6,0.0772727272727273,0.1,0.118181818181818
"110",0.0788177339901478,0.123152709359606,0.137931034482759,0.571428571428571,0.0886699507389163
"111",0.202898550724638,0.210144927536232,0.144927536231884,0.108695652173913,0.333333333333333
"112",0.0884955752212389,0.504424778761062,0.141592920353982,0.0619469026548673,0.20353982300885
"113",0.203007518796992,0.488721804511278,0.12781954887218,0.0902255639097744,0.0902255639097744
"114",0.391752577319588,0.206185567010309,0.103092783505155,0.149484536082474,0.149484536082474
"115",0.339483394833948,0.228782287822878,0.22140221402214,0.0738007380073801,0.136531365313653
