"","V1","V2","V3","V5","V5.1","V5.2","V5.3","V3.1","V5.4","V4","V5.5","V3.2","V4.1","V5.6","V1.1","V1.2","V1.3","V1.4","V3.3","V5.7","V5.8","V4.2","V3.4","V2.1","V5.9","V3.5","V1.5","V2.2","V1.6","V5.10","V1.7","V3.6","V5.11","V3.7","V4.3","V4.4","V1.8","V4.5","V5.12","V5.13","V5.14","V3.8","V3.9","V1.9","V4.6","V3.10","V2.3","V5.15","V3.11","V5.16","V3.12","V3.13","V5.17","V4.7","V1.10","V4.8","V1.11","V5.18","V2.4","V4.9","V1.12","V3.14","V2.5","V3.15","V5.19","V5.20","V2.6","V3.16","V5.21","V3.17","V3.18","V1.13","V3.19","V5.22","V1.14","V3.20","V4.10","V3.21","V3.22","V2.7","V5.23","V2.8","V3.23","V3.24","V3.25","V2.9","V3.26","V1.15","V3.27","V1.16","V3.28","V3.29","V3.30","V3.31","V5.24","V3.32","V4.11","V2.10","V5.25","V2.11","V4.12","V5.26","V3.33","V1.17","V1.18","V3.34","V4.13","V2.12","V3.35","V3.36","V5.27","V5.28","V4.14","V3.37","V5.29","V1.19","V1.20","V3.38","V3.39","V1.21","V5.30","V3.40","V5.31","V4.15","V2.13","V1.22","V3.41","V3.42","V3.43","V5.32","V5.33","V2.14","V4.16","V2.15","V2.16","V1.23","V1.24","V4.17","V5.34","V3.44","V2.17","V3.45","V3.46","V3.47","V4.18","V5.35","V4.19","V5.36","V1.25","V1.26","V4.20","V4.21","V3.48","V2.18","V5.37","V4.22","V3.49","V4.23","V3.50","V4.24","V3.51","V4.25","V5.38","V4.26","V4.27","V3.52","V2.19","V3.53","V4.28","V1.27","V4.29","V5.39","V3.54","V3.55","V5.40","V1.28","V5.41","V5.42","V3.56","V5.43","V1.29","V2.20","V3.57","V4.30","V3.58","V3.59","V3.60","V3.61","V5.44","V1.30","V4.31","V2.21"
"1",2.13636363636364,2.56521739130435,3.80952380952381,1.14285714285714,2.21875,6,4.10526315789474,3.59090909090909,1.7027027027027,2.58620689655172,1.5,1.96551724137931,1.35185185185185,2.1,3.8421052631579,1.47368421052632,1.87096774193548,3.14285714285714,1.71875,3.5,1.88888888888889,1.12,1.83333333333333,2.07407407407407,3.84,1,1.37142857142857,1.5,3.83333333333333,2.10714285714286,1.08695652173913,1.53333333333333,4.19047619047619,5.86666666666667,3.70731707317073,2.71428571428571,1.2,5.23076923076923,2.88,1.2,1.39285714285714,2.23809523809524,2.34782608695652,1.8,1.51162790697674,2.95238095238095,2.57142857142857,3.07692307692308,1.92307692307692,1.52173913043478,3.09090909090909,3.29411764705882,1.21875,2.88888888888889,1.07142857142857,4.52380952380952,1.91428571428571,2.8,2.86666666666667,1.10810810810811,2.33333333333333,1.17142857142857,1.47058823529412,1.60714285714286,1.32,2,1.38,2.78260869565217,2.57142857142857,1.75,1.18965517241379,2.57894736842105,1.80645161290323,1.51351351351351,1.88235294117647,2.125,1.14285714285714,1.08333333333333,3.1,1.66666666666667,1.25,1.20833333333333,3.27777777777778,3.19047619047619,1.53846153846154,3.64,4.82352941176471,11,1.88888888888889,1.05714285714286,2.83333333333333,2.4,1.05555555555556,3.41176470588235,2.18918918918919,1.72222222222222,4.34782608695652,4.85714285714286,2.73076923076923,2.25714285714286,2.44444444444444,2.57142857142857,1.34782608695652,2.28571428571429,2.03030303030303,1.48936170212766,3.33333333333333,1.90697674418605,3.78947368421053,2.69230769230769,1.14,1.45,1.96875,5.05882352941177,1.05,6.23529411764706,1.16,2.57692307692308,1.15789473684211,1.125,1.26666666666667,3.16666666666667,1.21428571428571,2.38461538461538,1.18604651162791,1.81818181818182,2.95833333333333,2.90909090909091,3.91666666666667,1.66666666666667,4.64705882352941,1.55555555555556,1.44444444444444,1.70967741935484,2.77049180327869,2.09090909090909,1.48837209302326,2.36363636363636,1.72727272727273,1.47222222222222,1.6,2.80952380952381,1.14285714285714,2.39285714285714,2.4,1.2156862745098,6.8,1.19148936170213,1.93939393939394,1.58064516129032,2.83333333333333,3.5,1.84210526315789,1.78787878787879,1.11363636363636,2.14814814814815,1.52631578947368,3.21739130434783,1.77777777777778,1.95348837209302,1.90243902439024,1.40625,1.72222222222222,2,1.28125,1,1.16666666666667,1.86206896551724,3,1.19512195121951,3.90909090909091,1.2972972972973,1.07317073170732,1.63636363636364,1.19047619047619,1.07692307692308,2.20833333333333,1.94117647058824,1.1304347826087,1.12962962962963,1.04761904761905,1.6875,2.07894736842105,1.02173913043478,1.21276595744681,1.54838709677419,1.56,1.0625,4.05263157894737,1.0952380952381,1.73333333333333,11.5
