"","V1","V2","V3","V4","V5"
"1",0.12,0.144,0.4,0.12,0.216
"2",0.114503816793893,0.244274809160305,0.129770992366412,0.320610687022901,0.190839694656489
"3",0.177304964539007,0.134751773049645,0.170212765957447,0.106382978723404,0.411347517730496
"4",0.208333333333333,0.208333333333333,0.208333333333333,0.208333333333333,0.166666666666667
"5",0.12621359223301,0.252427184466019,0.252427184466019,0.194174757281553,0.174757281553398
"6",0.327433628318584,0.274336283185841,0.176991150442478,0.132743362831858,0.0884955752212389
"7",0.10989010989011,0.175824175824176,0.175824175824176,0.362637362637363,0.175824175824176
"8",0.155844155844156,0.103896103896104,0.350649350649351,0.279220779220779,0.11038961038961
"9",0.262626262626263,0.131313131313131,0.161616161616162,0.151515151515152,0.292929292929293
"10",0.209090909090909,0.181818181818182,0.127272727272727,0.372727272727273,0.109090909090909
"11",0.175,0.10625,0.13125,0.4,0.1875
"12",0.083969465648855,0.0916030534351145,0.099236641221374,0.595419847328244,0.129770992366412
"13",0.134408602150538,0.102150537634409,0.17741935483871,0.505376344086022,0.0806451612903226
"14",0.126050420168067,0.100840336134454,0.117647058823529,0.53781512605042,0.117647058823529
"15",0.072463768115942,0.123188405797101,0.108695652173913,0.608695652173913,0.0869565217391304
"16",0.165137614678899,0.100917431192661,0.100917431192661,0.522935779816514,0.110091743119266
"17",0.136842105263158,0.221052631578947,0.210526315789474,0.242105263157895,0.189473684210526
"18",0.109243697478992,0.126050420168067,0.285714285714286,0.285714285714286,0.19327731092437
"19",0.087719298245614,0.131578947368421,0.131578947368421,0.447368421052632,0.201754385964912
"20",0.258333333333333,0.175,0.125,0.183333333333333,0.258333333333333
"21",0.0900900900900901,0.0990990990990991,0.117117117117117,0.558558558558559,0.135135135135135
"22",0.106870229007634,0.122137404580153,0.099236641221374,0.572519083969466,0.099236641221374
"23",0.330882352941176,0.176470588235294,0.132352941176471,0.191176470588235,0.169117647058824
"24",0.0948275862068965,0.267241379310345,0.163793103448276,0.327586206896552,0.146551724137931
"25",0.136363636363636,0.309090909090909,0.109090909090909,0.272727272727273,0.172727272727273
"26",0.192660550458716,0.311926605504587,0.128440366972477,0.238532110091743,0.128440366972477
"27",0.0839160839160839,0.118881118881119,0.566433566433566,0.0979020979020979,0.132867132867133
"28",0.184210526315789,0.105263157894737,0.298245614035088,0.271929824561404,0.140350877192982
"29",0.174311926605505,0.146788990825688,0.174311926605505,0.174311926605505,0.330275229357798
"30",0.0689655172413793,0.0758620689655172,0.4,0.262068965517241,0.193103448275862
"31",0.185185185185185,0.12962962962963,0.185185185185185,0.268518518518519,0.231481481481481
"32",0.128712871287129,0.118811881188119,0.158415841584158,0.396039603960396,0.198019801980198
"33",0.433070866141732,0.188976377952756,0.165354330708661,0.094488188976378,0.118110236220472
