"","V5","V4","V1","V1.1","V2","V4.1","V2.1","V5.1","V4.2","V1.2","V4.3","V1.3","V2.2","V1.4","V3","V5.2","V5.3","V3.1","V2.3","V2.4","V1.5","V2.5","V1.6","V1.7","V4.4","V1.8","V2.6","V5.4","V3.2","V4.5","V3.3","V2.7","V4.6","V5.5","V5.6","V5.7","V5.8","V1.9","V2.8","V2.9","V4.7","V1.10","V1.11","V4.8","V2.10","V1.12","V5.9","V2.11","V1.13","V1.14","V1.15","V4.9","V1.16","V5.10","V2.12","V5.11","V3.4","V4.10","V5.12","V3.5","V3.6","V1.17","V5.13","V2.13","V2.14","V2.15","V5.14","V1.18","V4.11","V5.15","V1.19","V3.7","V1.20","V3.8","V3.9","V2.16","V3.10","V5.16","V4.12","V5.17","V3.11","V4.13","V2.17","V2.18","V1.21","V1.22","V1.23","V5.18","V1.24","V3.12","V4.14","V4.15","V2.19","V1.25","V2.20","V5.19","V5.20","V5.21","V2.21","V5.22","V5.23","V1.26","V2.22","V2.23","V5.24","V4.16","V5.25","V4.17","V5.26","V1.27","V4.18","V4.19","V5.27","V5.28","V4.20","V3.13","V5.29","V2.24","V4.21","V5.30","V2.25","V1.28","V2.26","V2.27","V4.22","V2.28","V1.29","V2.29","V1.30","V1.31","V3.14","V3.15","V3.16","V3.17","V5.31","V3.18","V3.19","V2.30","V4.23","V1.32","V4.24","V1.33","V4.25","V4.26","V1.34","V1.35","V3.20","V2.31","V3.21","V3.22","V5.32","V5.33","V4.27","V4.28","V2.32","V3.23","V5.34","V2.33","V2.34","V3.24","V1.36","V5.35","V3.25","V5.36","V5.37","V1.37","V1.38","V1.39","V2.35","V3.26","V2.36","V4.29","V1.40","V1.41","V1.42","V5.38","V1.43","V2.37","V1.44","V2.38","V3.27","V4.30","V4.31","V5.39","V2.39","V4.32","V4.33","V4.34","V4.35","V3.28","V3.29","V4.36"
"1",1.29411764705882,1.64285714285714,1.61538461538462,1.27272727272727,1.45454545454545,1,1.31034482758621,1.1,1.54166666666667,1.11538461538462,1.17647058823529,1.8125,2.34782608695652,1.17647058823529,1,1.11764705882353,1.19230769230769,1.16666666666667,1.39130434782609,1.05263157894737,1.58823529411765,1.04166666666667,1.63636363636364,1.08,1.5625,2.5625,1.52173913043478,1.58620689655172,1,1.75,1.0952380952381,1.11111111111111,1.23529411764706,1.07142857142857,2.27777777777778,1.07692307692308,1.38888888888889,1.36842105263158,1.31578947368421,1.57894736842105,1.33333333333333,1.16666666666667,1.64285714285714,1.19047619047619,2.38888888888889,1.10526315789474,1.25,1.1304347826087,1.3,1.15,2.75,1.0625,1.10344827586207,1.35,1.12,1.3125,2.5,1.25,1,1.05714285714286,1.125,1.66666666666667,1.61904761904762,1.12,1.31578947368421,1.56521739130435,1.28205128205128,1.4375,1.4,1.14285714285714,3.41176470588235,1.1875,1.14814814814815,1.23333333333333,2.21739130434783,1.33333333333333,1.21739130434783,1.04347826086957,1,2.33333333333333,1.16129032258065,1.04347826086957,1,1,1.44444444444444,1.08695652173913,1.30769230769231,1.07692307692308,1.125,1.94444444444444,1.05882352941176,1,1.89473684210526,1.30769230769231,1.42307692307692,1.24137931034483,1.21052631578947,1.16666666666667,1.1304347826087,1.20689655172414,1,1.55555555555556,1,1.23529411764706,1.32,2.61111111111111,1,1.04878048780488,1.1875,1.44444444444444,1.61290322580645,1,1.06666666666667,1.21428571428571,1.42857142857143,1.30769230769231,1.78571428571429,1.18181818181818,2.23529411764706,1,1.875,1.26315789473684,1.55555555555556,1.04,1.19444444444444,1.17857142857143,1.14285714285714,1,1.26315789473684,1.8,1,2.25,2.14285714285714,1.19230769230769,1.41860465116279,1.29411764705882,2.04761904761905,1.29411764705882,1.1,1.89473684210526,1.5,1.05,1.27272727272727,1.27272727272727,1.57894736842105,1.59375,1.15384615384615,1.95833333333333,1.57142857142857,1.63157894736842,1.2,1,2.11111111111111,1.5,1,1,1.26666666666667,1.0952380952381,1.17391304347826,1.19444444444444,1.36666666666667,1.23076923076923,1.33333333333333,1.23529411764706,1.6,1.42105263157895,1.36363636363636,1.61111111111111,1.14285714285714,2.05,1.29411764705882,1.85,1.05128205128205,1.375,1.5,1.18181818181818,1.26315789473684,1.64516129032258,2.70588235294118,2.16,1.68,2.66666666666667,2.23529411764706,1.4375,1.11904761904762,1.82352941176471,1.13636363636364,1.41176470588235,1.1875,2.33333333333333,1.45161290322581,1.33333333333333
