"","V6","V1","V9","V1.1","V3","V1.2","V8","V8.1","V6.1","V10","V5","V9.1","V2","V7","V2.1","V2.2","V9.2","V9.3","V4","V10.1","V7.1","V1.3","V6.2","V1.4","V1.5","V9.4","V7.2","V3.1","V4.1","V2.3","V3.2","V3.3","V1.6","V9.5","V10.2","V10.3","V4.2","V5.1","V6.3","V1.7","V5.2","V3.4","V1.8","V2.4","V7.3","V2.5","V10.4","V5.3","V5.4","V1.9","V1.10","V9.6","V9.7","V7.4","V5.5","V9.8","V5.6","V4.3","V1.11","V8.2","V7.5","V6.4","V2.6","V10.5","V3.5","V3.6","V3.7","V8.3","V10.6","V10.7","V6.5","V8.4","V10.8","V4.4"
"1",1.76470588235294,1.3125,3.22222222222222,1.66666666666667,1.22222222222222,1.09090909090909,1.41176470588235,11.25,1.85,2.94117647058824,1.4375,1.11111111111111,1.94444444444444,3.25,4.53846153846154,1.33333333333333,1.22727272727273,2.72727272727273,4.57142857142857,2.38888888888889,3.56521739130435,1.17142857142857,2.91666666666667,1.22727272727273,1.03703703703704,1.33333333333333,3.07692307692308,1.33333333333333,5.45454545454545,1.35714285714286,4.90909090909091,1.23529411764706,1.95,1.22222222222222,1.05882352941176,4.21052631578947,1.51612903225806,2.54545454545455,2.06666666666667,1.35,2.47058823529412,4.53846153846154,8.42857142857143,4.8125,1.38095238095238,4.09523809523809,4.5,1.07692307692308,4.33333333333333,1.35,6.875,2.0625,5.125,5.33333333333333,5,4.33333333333333,4.15384615384615,1.54166666666667,1.64285714285714,1.42857142857143,1.64285714285714,2.5,3,5.2,2.70588235294118,7,4.54545454545455,4.85714285714286,1.28571428571429,1.16666666666667,1.57894736842105,2,1.65217391304348,1.26315789473684
